word_length,total_time,count,average_time
5,156.45752263069153,15,10.43050150871277
8,55.357025146484375,3,18.452341715494793
6,111.7758572101593,11,10.161441564559937
4,196.73420643806458,10,19.67342064380646
3,90.62717580795288,10,9.062717580795288
7,82.98533964157104,6,13.83088994026184
9,42.6543493270874,4,10.66358733177185
10,21.44686794281006,2,10.72343397140503
11,34.19111394882202,1,34.19111394882202
15,15.410810947418213,1,15.410810947418213
